iter	Passed	Remaining
664	13099	85392
665	13120	85378
666	13142	85375
667	13168	85395
668	13190	85390
669	13209	85366
670	13231	85361
671	13253	85361
672	13276	85361
673	13298	85351
674	13315	85319
675	13335	85298
676	13351	85253
677	13367	85212
678	13386	85187
679	13407	85176
680	13426	85152
681	13444	85121
682	13463	85100
683	13482	85074
684	13497	85021
685	13513	84983
686	13531	84950
687	13547	84910
688	13570	84911
689	13588	84878
690	13608	84861
691	13628	84846
692	13648	84823
693	13671	84827
694	13691	84805
695	13708	84773
696	13729	84758
697	13744	84713
698	13760	84667
699	13777	84631
700	13791	84580
701	13807	84537
702	13829	84532
703	13847	84499
704	13865	84472
705	13878	84409
706	13894	84366
707	13910	84325
708	13927	84291
709	13947	84275
710	13961	84222
711	13979	84191
712	14000	84178
713	14020	84163
714	14039	84137
715	14059	84118
716	14074	84072
717	14089	84027
718	14109	84008
719	14126	83974
720	14142	83935
721	14163	83923
722	14182	83900
723	14196	83848
724	14219	83843
725	14234	83798
726	14251	83765
727	14268	83728
728	14283	83680
729	14302	83660
730	14323	83647
731	14343	83630
732	14365	83623
733	14384	83600
734	14405	83593
735	14422	83554
736	14446	83561
737	14465	83538
738	14485	83521
739	14497	83455
740	14515	83431
741	14536	83415
742	14555	83392
743	14572	83360
744	14588	83320
745	14612	83325
746	14633	83314
747	14653	83298
748	14672	83276
749	14696	83280
750	14714	83250
751	14729	83206
752	14750	83194
753	14765	83146
754	14786	83134
755	14804	83108
756	14822	83081
757	14842	83064
758	14862	83047
759	14877	82998
760	14897	82984
761	14915	82957
762	14931	82913
763	14948	82881
764	14968	82863
765	14985	82830
766	15004	82806
767	15023	82786
768	15041	82757
769	15062	82748
770	15082	82726
771	15101	82703
772	15121	82686
773	15133	82626
774	15148	82586
775	15166	82557
776	15185	82535
777	15205	82518
778	15227	82509
779	15243	82472
780	15260	82437
781	15277	82404
782	15290	82350
783	15304	82298
784	15318	82251
785	15335	82217
786	15357	82210
787	15377	82197
788	15397	82177
789	15412	82134
790	15431	82113
791	15450	82090
792	15467	82056
793	15482	82015
794	15501	81990
795	15514	81938
796	15533	81916
797	15548	81874
798	15565	81842
799	15581	81801
800	15599	81775
801	15622	81775
802	15642	81759
803	15662	81742
804	15682	81725
805	15709	81741
806	15730	81733
807	15753	81731
808	15774	81721
809	15797	81717
810	15814	81684
811	15832	81657
812	15860	81684
813	15884	81683
814	15903	81662
815	15923	81645
816	15940	81617
817	15965	81623
818	15985	81607
819	16005	81588
820	16028	81588
821	16054	81599
822	16080	81614
823	16101	81600
824	16128	81621
825	16151	81617
826	16169	81588
827	16187	81561
828	16216	81591
829	16259	81688
830	16291	81732
831	16313	81726
832	16336	81721
833	16357	81708
834	16378	81695
835	16396	81667
836	16420	81672
837	16444	81672
838	16459	81629
839	16474	81588
840	16497	81586
841	16518	81572
842	16540	81562
843	16558	81536
844	16581	81534
845	16601	81514
846	16623	81507
847	16646	81506
848	16670	81507
849	16688	81481
850	16703	81434
851	16718	81396
852	16740	81386
853	16761	81375
854	16786	81378
855	16809	81378
856	16827	81348
857	16842	81304
858	16857	81267
859	16877	81249
860	16896	81227
861	16922	81237
862	16941	81212
863	16962	81202
864	16985	81198
865	17006	81184
866	17023	81149
867	17043	81134
868	17061	81104
869	17082	81092
870	17101	81071
871	17120	81048
872	17137	81017
873	17154	80985
874	17172	80956
875	17196	80956
876	17216	80938
877	17232	80902
878	17252	80883
879	17274	80874
880	17297	80874
881	17310	80820
882	17329	80800
883	17351	80790
884	17371	80772
885	17394	80768
886	17421	80782
887	17438	80752
888	17463	80755
889	17483	80739
890	17503	80718
891	17529	80731
892	17543	80685
893	17565	80676
894	17583	80646
895	17601	80619
896	17610	80553
897	17626	80517
898	17647	80505
899	17664	80472
900	17677	80419
901	17699	80413
902	17714	80370
903	17733	80349
904	17749	80313
905	17767	80288
906	17786	80265
907	17802	80229
908	17820	80201
909	17843	80196
910	17862	80173
911	17882	80158
912	17904	80146
913	17925	80134
914	17947	80124
915	17964	80096
916	17983	80071
917	18000	80043
918	18016	80005
919	18038	79995
920	18060	79987
921	18080	79968
922	18102	79962
923	18127	79964
924	18151	79966
925	18169	79938
926	18189	79919
927	18209	79903
928	18228	79881
929	18248	79862
930	18272	79861
931	18290	79832
932	18305	79795
933	18325	79775
934	18342	79745
935	18363	79732
936	18383	79714
937	18407	79715
938	18431	79713
939	18457	79718
940	18470	79672
941	18483	79626
942	18500	79592
943	18518	79568
944	18541	79561
945	18561	79544
946	18582	79529
947	18602	79513
948	18621	79490
949	18641	79470
950	18661	79453
951	18676	79414
952	18691	79376
953	18709	79349
954	18722	79299
955	18740	79274
956	18754	79231
957	18769	79190
958	18781	79141
959	18798	79108
960	18816	79086
961	18830	79039
962	18847	79012
963	18867	78992
964	18886	78972
965	18908	78963
966	18928	78942
967	18947	78923
968	18972	78926
969	18997	78925
970	19019	78917
971	19037	78892
972	19058	78880
973	19080	78868
974	19103	78861
975	19122	78840
976	19143	78825
977	19158	78789
978	19177	78765
979	19201	78763
980	19219	78738
981	19234	78701
982	19255	78685
983	19270	78648
984	19293	78641
985	19312	78622
986	19331	78598
987	19350	78577
988	19366	78543
989	19393	78554
990	19416	78545
991	19445	78566
992	19468	78559
993	19486	78532
994	19503	78503
995	19522	78483
996	19543	78466
997	19566	78461
998	19579	78414
999	19599	78397
1000	19616	78366
1001	19637	78354
1002	19658	78338
1003	19679	78327
1004	19693	78284
1005	19710	78255
1006	19732	78242
1007	19751	78220
1008	19777	78227
1009	19798	78212
1010	19815	78184
1011	19835	78166
1012	19851	78130
1013	19875	78131
1014	19894	78108
1015	19917	78102
1016	19939	78089
1017	19960	78076
1018	19975	78041
1019	19990	78002
1020	20006	77967
1021	20024	77941
1022	20043	77922
1023	20059	77887
1024	20079	77867
1025	20092	77824
1026	20103	77771
1027	20119	77738
1028	20134	77699
1029	20151	77669
1030	20166	77633
1031	20185	77611
1032	20198	77568
1033	20219	77555
1034	20235	77520
1035	20249	77479
1036	20265	77445
1037	20284	77424
1038	20300	77390
1039	20319	77371
1040	20336	77340
1041	20354	77315
1042	20374	77299
1043	20392	77272
1044	20408	77241
1045	20432	77238
1046	20453	77221
1047	20470	77194
1048	20483	77151
1049	20501	77125
1050	20515	77084
1051	20535	77066
1052	20554	77044
1053	20576	77034
1054	20598	77025
1055	20614	76992
1056	20629	76955
1057	20647	76930
1058	20668	76917
1059	20689	76901
1060	20706	76872
1061	20723	76843
1062	20743	76826
1063	20760	76799
1064	20781	76785
1065	20802	76771
1066	20821	76749
1067	20842	76736
1068	20862	76716
1069	20875	76674
1070	20896	76659
1071	20915	76636
1072	20932	76610
1073	20947	76574
1074	20965	76549
1075	20985	76532
1076	20999	76492
1077	21017	76466
1078	21035	76443
1079	21060	76442
1080	21075	76407
1081	21100	76406
1082	21115	76372
1083	21134	76348
1084	21147	76307
1085	21162	76270
1086	21175	76227
1087	21196	76213
1088	21210	76176
1089	21226	76142
1090	21243	76115
1091	21262	76094
1092	21283	76080
1093	21304	76064
1094	21324	76047
1095	21344	76029
1096	21359	75995
1097	21369	75943
1098	21383	75902
1099	21404	75886
1100	21420	75857
1101	21439	75834
1102	21458	75813
1103	21474	75784
1104	21495	75770
1105	21510	75733
1106	21528	75710
1107	21548	75693
1108	21567	75670
1109	21584	75641
1110	21600	75610
1111	21621	75597
1112	21637	75565
1113	21659	75555
1114	21679	75536
1115	21692	75497
1116	21712	75480
1117	21730	75453
1118	21749	75434
1119	21765	75402
1120	21785	75383
1121	21803	75358
1122	21821	75335
1123	21841	75317
1124	21859	75293
1125	21874	75260
1126	21891	75230
1127	21910	75209
1128	21927	75182
1129	21945	75158
1130	21962	75131
1131	21984	75120
1132	22002	75095
1133	22021	75075
1134	22042	75061
1135	22061	75039
1136	22075	75001
1137	22092	74975
1138	22113	74961
1139	22132	74941
1140	22147	74905
1141	22165	74882
