iter	R2	RMSE
764	0.7243847364	0.4239623339
765	0.7244765991	0.4238916746
766	0.7246394435	0.4237663883
767	0.7248236967	0.4236245863
768	0.7249684145	0.4235131776
769	0.72517146	0.4233568167
770	0.725282734	0.4232711027
771	0.7254572838	0.4231366123
772	0.7255421714	0.4230711911
773	0.7255789393	0.4230428517
774	0.7256466295	0.4229906734
775	0.7257358684	0.4229218748
776	0.725785711	0.4228834438
777	0.7259009969	0.4227945395
778	0.7260149152	0.4227066716
779	0.7260948443	0.4226450094
780	0.726147793	0.4226041566
781	0.7261810086	0.422578527
782	0.7262293419	0.4225412294
783	0.726278314	0.4225034357
784	0.7263806856	0.4224244204
785	0.7264908468	0.4223393762
786	0.7265629183	0.4222837279
787	0.7266966261	0.4221804692
788	0.7268930451	0.4220287345
789	0.7269543926	0.4219813321
790	0.7270306803	0.4219223782
791	0.7270790566	0.4218849894
792	0.7271832073	0.421804483
793	0.727205592	0.421787178
794	0.7272305774	0.4217678617
795	0.7272604653	0.4217447541
796	0.7273827516	0.4216501961
797	0.7274456365	0.4216015621
798	0.7275543479	0.4215174735
799	0.7275741171	0.42150218
800	0.7276363354	0.4214540447
801	0.7277078861	0.4213986825
802	0.7277456652	0.421369448
803	0.7278347894	0.4213004734
804	0.7279101861	0.4212421139
805	0.7280243534	0.4211537292
806	0.7280686306	0.4211194462
807	0.7281029808	0.4210928476
808	0.7282005221	0.4210173087
809	0.7283074318	0.420934499
810	0.7283150515	0.4209285963
811	0.7283955211	0.4208662549
812	0.728465687	0.4208118884
813	0.7285029398	0.4207830211
814	0.7285681934	0.420732451
815	0.7286232411	0.4206897855
816	0.7287015543	0.4206290804
817	0.7287650222	0.4205798762
818	0.7288246389	0.4205336525
819	0.7289114056	0.420466369
820	0.7289326529	0.4204498911
821	0.7290646534	0.4203475063
822	0.729175491	0.4202615171
823	0.7292354588	0.4202149859
824	0.7293410398	0.4201330493
825	0.7293651901	0.4201143051
826	0.7293893702	0.420095537
827	0.729554633	0.4199672405
828	0.7296087267	0.4199252381
829	0.7296792529	0.4198704699
830	0.7297335748	0.4198282806
831	0.7297754153	0.4197957821
832	0.7298056692	0.4197722816
833	0.7298463213	0.419740702
834	0.7299359702	0.419671052
835	0.7300429326	0.4195879356
836	0.7300919142	0.4195498684
837	0.7302035925	0.4194630621
838	0.7302338682	0.4194395261
839	0.7302356929	0.4194381075
840	0.7303478467	0.4193509083
841	0.7304018676	0.4193089008
842	0.7304684403	0.4192571269
843	0.7305211583	0.4192161234
844	0.7306187958	0.4191401714
845	0.7307204766	0.4190610595
846	0.730813386	0.418988759
847	0.7308999398	0.4189213932
848	0.731003185	0.418841022
849	0.7310064469	0.4188384825
850	0.7310612749	0.4187957952
851	0.7311166691	0.4187526625
852	0.7312074968	0.4186819301
853	0.7313350065	0.4185826112
854	0.7314772613	0.4184717794
855	0.7315031489	0.418451607
856	0.7315595152	0.4184076813
857	0.7315643812	0.4184038891
858	0.7316270063	0.4183550801
859	0.7316963355	0.4183010395
860	0.7317458207	0.4182624626
861	0.7318578965	0.418175079
862	0.7318949954	0.4181461497
863	0.7319357075	0.4181144004
864	0.7319883115	0.4180733737
865	0.7320595402	0.418017815
866	0.7321308635	0.417962175
867	0.732223368	0.4178900004
868	0.7322843238	0.4178424341
869	0.7324009747	0.4177513916
870	0.7324999041	0.4176741647
871	0.7325334633	0.4176479642
872	0.7325935555	0.4176010447
873	0.7326324455	0.4175706769
874	0.7327068358	0.417512582
875	0.732811147	0.4174311069
876	0.7328667163	0.4173876964
877	0.7329598015	0.4173149687
878	0.7329897827	0.4172915416
879	0.7330870673	0.4172155151
880	0.7331346171	0.4171783505
881	0.7331450058	0.4171702304
882	0.7331952509	0.4171309548
883	0.7333009368	0.4170483303
