순번,상품명,상품코드,수량,일자
20,코코라즈베리 도넛,01C27C,12,2025-03-18
21,레몬필링 도넛,00C6AA,12,2025-03-18
22,민트초콜릿 도넛,00C640,12,2025-03-18
23,초콜릿 올드패션,00C69E,15,2025-03-18
24,애월 녹차 필링 도넛,01F4E5,10,2025-03-18
25,크림사탕도넛,01C27E,10,2025-03-18
26,코코넛 도넛,00C6AE,11,2025-03-18
27,초콜릿 초코 롱존,011FC0,9,2025-03-18
28,슈가 크론디,00C6A7,10,2025-03-18
29,글레이즈 크론디,00C6A6,10,2025-03-18
30,슈가 도넛,00C688,11,2025-03-18
31,카라멜 코코넛 도넛,00C646,8,2025-03-18
32,초코크런치스트로베리 도넛,01C27D,7,2025-03-18
33,데블스 케이크,00C689,9,2025-03-18
34,베어 클라우,00C6A5,6,2025-03-18
35,가나슈 도넛,00C642,6,2025-03-18
36,롤링 소시지 도넛,03AB4C,6,2025-03-18
37,초콜릿 코코넛 도넛,00C6AD,5,2025-03-18
38,초콜릿 크론디,00C6A8,5,2025-03-18
39,타이거 테일,00C63E,5,2025-03-18
40,베이컨 메이플 롱존,00C63F,4,2025-03-18
41,메이플 크림 롱존,00C6B1,3,2025-03-18
42,로스트 코코넛 도넛,00C6AF,3,2025-03-18
43,콘소메 크런치 트위스트,02C046,3,2025-03-18
1,애플 프리터,00C6A3,46,2025-03-19
2,글레이즈 도넛,00C686,63,2025-03-19
3,버터크럼 도넛,00C691,46,2025-03-19
4,누텔라 도넛,00C641,35,2025-03-19
5,커피크럼 도넛,019B66,30,2025-03-19
6,아몬드 브리틀 도넛,02C041,25,2025-03-19
7,연유 버터 크림 도넛,051BE6,23,2025-03-19
8,피스타치오 가나슈 도넛,0448DD,23,2025-03-19
9,오레오크림치즈도넛,02C68C,20,2025-03-19
10,텍사스 글레이즈 도넛,00C63D,20,2025-03-19
11,딸기필링 도넛,00C9D4,19,2025-03-19
12,스프링 어니언 도넛,01F4E2,17,2025-03-19
13,초콜릿 도넛,00C687,24,2025-03-19
14,발로나 티라미수 도넛,03AB47,14,2025-03-19
15,핑크 스프링클 도넛,00C692,20,2025-03-19
16,글레이즈 올드패션,00C69D,20,2025-03-19
17,시나몬 롤,00C6A4,15,2025-03-19
18,가나슈 도넛,00C642,13,2025-03-19
19,코코라즈베리 도넛,01C27C,12,2025-03-19
20,스모어 도넛,00C645,12,2025-03-19
21,초코크런치스트로베리 도넛,01C27D,11,2025-03-19
22,애월 녹차 필링 도넛,01F4E5,11,2025-03-19
23,글레이즈 크론디,00C6A6,12,2025-03-19
24,코코넛 도넛,00C6AE,12,2025-03-19
25,블루베리 필링 도넛,011FC1,10,2025-03-19
26,초콜릿 초코 롱존,011FC0,10,2025-03-19
27,로스트 코코넛 도넛,00C6AF,10,2025-03-19
28,베어 클라우,00C6A5,9,2025-03-19
29,슈가 도넛,00C688,11,2025-03-19
30,크림사탕도넛,01C27E,7,2025-03-19
31,초콜릿 코코넛 도넛,00C6AD,7,2025-03-19
32,초콜릿 올드패션,00C69E,9,2025-03-19
33,카라멜 코코넛 도넛,00C646,6,2025-03-19
34,레몬필링 도넛,00C6AA,5,2025-03-19
35,민트초콜릿 도넛,00C640,5,2025-03-19
36,초콜릿 크론디,00C6A8,5,2025-03-19
37,슈가 크론디,00C6A7,5,2025-03-19
38,데블스 케이크,00C689,6,2025-03-19
39,베이컨 메이플 롱존,00C63F,4,2025-03-19
40,타이거 테일,00C63E,4,2025-03-19
41,메이플 크림 롱존,00C6B1,3,2025-03-19
42,콘소메 크런치 트위스트,02C046,1,2025-03-19
43,롤링 소시지 도넛,03AB4C,1,2025-03-19
1,애플 프리터,00C6A3,48,2025-03-20
2,누텔라 도넛,00C641,36,2025-03-20
3,버터크럼 도넛,00C691,32,2025-03-20
4,글레이즈 도넛,00C686,40,2025-03-20
5,연유 버터 크림 도넛,051BE6,24,2025-03-20
6,피스타치오 가나슈 도넛,0448DD,24,2025-03-20
7,아몬드 브리틀 도넛,02C041,19,2025-03-20
8,핑크 스프링클 도넛,00C692,24,2025-03-20
9,텍사스 글레이즈 도넛,00C63D,17,2025-03-20
10,글레이즈 올드패션,00C69D,21,2025-03-20
11,초코크런치스트로베리 도넛,01C27D,12,2025-03-20
12,애월 녹차 필링 도넛,01F4E5,12,2025-03-20
13,스모어 도넛,00C645,12,2025-03-20
14,크림사탕도넛,01C27E,12,2025-03-20
15,블루베리 필링 도넛,011FC1,12,2025-03-20
16,코코라즈베리 도넛,01C27C,12,2025-03-20
17,딸기필링 도넛,00C9D4,12,2025-03-20
18,오레오크림치즈도넛,02C68C,12,2025-03-20
19,초콜릿 올드패션,00C69E,16,2025-03-20
20,가나슈 도넛,00C642,12,2025-03-20
21,시나몬 롤,00C6A4,13,2025-03-20
22,발로나 티라미수 도넛,03AB47,10,2025-03-20
23,커피크럼 도넛,019B66,12,2025-03-20
24,민트초콜릿 도넛,00C640,11,2025-03-20
25,초콜릿 도넛,00C687,12,2025-03-20
26,롤링 소시지 도넛,03AB4C,10,2025-03-20
27,글레이즈 크론디,00C6A6,10,2025-03-20
28,데블스 케이크,00C689,11,2025-03-20
29,스프링 어니언 도넛,01F4E2,7,2025-03-20
30,초콜릿 초코 롱존,011FC0,7,2025-03-20
31,메이플 크림 롱존,00C6B1,6,2025-03-20
32,레몬필링 도넛,00C6AA,6,2025-03-20
33,코코넛 도넛,00C6AE,6,2025-03-20
34,베이컨 메이플 롱존,00C63F,5,2025-03-20
35,베어 클라우,00C6A5,5,2025-03-20
36,초콜릿 크론디,00C6A8,5,2025-03-20
37,타이거 테일,00C63E,5,2025-03-20
38,슈가 도넛,00C688,6,2025-03-20
39,초콜릿 코코넛 도넛,00C6AD,4,2025-03-20
40,슈가 크론디,00C6A7,4,2025-03-20
41,로스트 코코넛 도넛,00C6AF,3,2025-03-20
42,카라멜 코코넛 도넛,00C646,3,2025-03-20
43,콘소메 크런치 트위스트,02C046,3,2025-03-20
1,애플 프리터,00C6A3,49,2025-03-21
2,누텔라 도넛,00C641,51,2025-03-21
3,버터크럼 도넛,00C691,48,2025-03-21
4,글레이즈 도넛,00C686,59,2025-03-21
5,텍사스 글레이즈 도넛,00C63D,39,2025-03-21
6,블루베리 필링 도넛,011FC1,30,2025-03-21
7,연유 버터 크림 도넛,051BE6,24,2025-03-21
8,스프링 어니언 도넛,01F4E2,24,2025-03-21
9,피스타치오 가나슈 도넛,0448DD,24,2025-03-21
10,오레오크림치즈도넛,02C68C,24,2025-03-21
11,아몬드 브리틀 도넛,02C041,24,2025-03-21
12,커피크럼 도넛,019B66,24,2025-03-21
13,시나몬 롤,00C6A4,21,2025-03-21
14,딸기필링 도넛,00C9D4,18,2025-03-21
15,초콜릿 도넛,00C687,24,2025-03-21
16,핑크 스프링클 도넛,00C692,24,2025-03-21
17,레몬필링 도넛,00C6AA,17,2025-03-21
18,초콜릿 올드패션,00C69E,20,2025-03-21
19,애월 녹차 필링 도넛,01F4E5,12,2025-03-21
20,발로나 티라미수 도넛,03AB47,12,2025-03-21
21,초코크런치스트로베리 도넛,01C27D,12,2025-03-21
22,스모어 도넛,00C645,12,2025-03-21
23,코코라즈베리 도넛,01C27C,12,2025-03-21
24,크림사탕도넛,01C27E,12,2025-03-21
25,민트초콜릿 도넛,00C640,12,2025-03-21
26,카라멜 코코넛 도넛,00C646,12,2025-03-21
27,가나슈 도넛,00C642,12,2025-03-21
28,초콜릿 코코넛 도넛,00C6AD,12,2025-03-21
29,로스트 코코넛 도넛,00C6AF,12,2025-03-21
30,글레이즈 올드패션,00C69D,16,2025-03-21
31,코코넛 도넛,00C6AE,12,2025-03-21
32,데블스 케이크,00C689,13,2025-03-21
33,글레이즈 크론디,00C6A6,10,2025-03-21
34,롤링 소시지 도넛,03AB4C,10,2025-03-21
35,슈가 도넛,00C688,12,2025-03-21
36,초콜릿 초코 롱존,011FC0,8,2025-03-21
37,베이컨 메이플 롱존,00C63F,6,2025-03-21
38,메이플 크림 롱존,00C6B1,6,2025-03-21
39,베어 클라우,00C6A5,6,2025-03-21
40,초콜릿 크론디,00C6A8,5,2025-03-21
41,타이거 테일,00C63E,5,2025-03-21
42,슈가 크론디,00C6A7,5,2025-03-21
43,콘소메 크런치 트위스트,02C046,3,2025-03-21
1,글레이즈 도넛,00C686,186,2025-03-22
2,버터크럼 도넛,00C691,119,2025-03-22
3,누텔라 도넛,00C641,96,2025-03-22
4,애플 프리터,00C6A3,90,2025-03-22
5,커피크럼 도넛,019B66,84,2025-03-22
6,발로나 티라미수 도넛,03AB47,64,2025-03-22
7,가나슈 도넛,00C642,72,2025-03-22
8,텍사스 글레이즈 도넛,00C63D,63,2025-03-22
9,아몬드 브리틀 도넛,02C041,60,2025-03-22
10,초콜릿 도넛,00C687,72,2025-03-22
11,스프링 어니언 도넛,01F4E2,48,2025-03-22
12,애월 녹차 필링 도넛,01F4E5,48,2025-03-22
13,연유 버터 크림 도넛,051BE6,48,2025-03-22
14,핑크 스프링클 도넛,00C692,60,2025-03-22
15,피스타치오 가나슈 도넛,0448DD,41,2025-03-22
16,시나몬 롤,00C6A4,49,2025-03-22
17,오레오크림치즈도넛,02C68C,41,2025-03-22
18,민트초콜릿 도넛,00C640,37,2025-03-22
19,초콜릿 코코넛 도넛,00C6AD,37,2025-03-22
20,블루베리 필링 도넛,011FC1,35,2025-03-22
21,딸기필링 도넛,00C9D4,35,2025-03-22
22,로스트 코코넛 도넛,00C6AF,36,2025-03-22
23,슈가 도넛,00C688,47,2025-03-22
24,카라멜 코코넛 도넛,00C646,33,2025-03-22
25,코코넛 도넛,00C6AE,35,2025-03-22
26,레몬필링 도넛,00C6AA,26,2025-03-22
27,초코크런치스트로베리 도넛,01C27D,24,2025-03-22
28,크림사탕도넛,01C27E,24,2025-03-22
29,코코라즈베리 도넛,01C27C,24,2025-03-22
30,글레이즈 올드패션,00C69D,28,2025-03-22
31,초콜릿 초코 롱존,011FC0,16,2025-03-22
32,초콜릿 올드패션,00C69E,22,2025-03-22
33,메이플 크림 롱존,00C6B1,14,2025-03-22
34,스모어 도넛,00C645,14,2025-03-22
35,데블스 케이크,00C689,19,2025-03-22
36,베어 클라우,00C6A5,12,2025-03-22
37,글레이즈 크론디,00C6A6,10,2025-03-22
38,롤링 소시지 도넛,03AB4C,10,2025-03-22
39,타이거 테일,00C63E,9,2025-03-22
40,베이컨 메이플 롱존,00C63F,6,2025-03-22
41,초콜릿 크론디,00C6A8,5,2025-03-22
42,슈가 크론디,00C6A7,5,2025-03-22
43,콘소메 크런치 트위스트,02C046,3,2025-03-22
1,글레이즈 도넛,00C686,176,2025-03-23
2,버터크럼 도넛,00C691,94,2025-03-23
3,텍사스 글레이즈 도넛,00C63D,79,2025-03-23
4,누텔라 도넛,00C641,81,2025-03-23
5,아몬드 브리틀 도넛,02C041,72,2025-03-23
6,애플 프리터,00C6A3,66,2025-03-23
7,블루베리 필링 도넛,011FC1,53,2025-03-23
8,스프링 어니언 도넛,01F4E2,48,2025-03-23
9,연유 버터 크림 도넛,051BE6,48,2025-03-23
10,초코크런치스트로베리 도넛,01C27D,47,2025-03-23
11,딸기필링 도넛,00C9D4,47,2025-03-23
12,핑크 스프링클 도넛,00C692,60,2025-03-23
13,초콜릿 도넛,00C687,59,2025-03-23
14,피스타치오 가나슈 도넛,0448DD,41,2025-03-23
15,오레오크림치즈도넛,02C68C,43,2025-03-23
16,커피크럼 도넛,019B66,46,2025-03-23
17,애월 녹차 필링 도넛,01F4E5,35,2025-03-23
18,레몬필링 도넛,00C6AA,36,2025-03-23
19,초콜릿 코코넛 도넛,00C6AD,36,2025-03-23
20,민트초콜릿 도넛,00C640,36,2025-03-23
21,슈가 도넛,00C688,47,2025-03-23
22,발로나 티라미수 도넛,03AB47,31,2025-03-23
23,시나몬 롤,00C6A4,38,2025-03-23
24,코코라즈베리 도넛,01C27C,24,2025-03-23
25,크림사탕도넛,01C27E,24,2025-03-23
26,카라멜 코코넛 도넛,00C646,24,2025-03-23
27,글레이즈 올드패션,00C69D,31,2025-03-23
28,로스트 코코넛 도넛,00C6AF,21,2025-03-23
29,코코넛 도넛,00C6AE,22,2025-03-23
30,초콜릿 초코 롱존,011FC0,18,2025-03-23
31,초콜릿 올드패션,00C69E,20,2025-03-23
32,데블스 케이크,00C689,20,2025-03-23
33,메이플 크림 롱존,00C6B1,12,2025-03-23
34,스모어 도넛,00C645,12,2025-03-23
35,가나슈 도넛,00C642,12,2025-03-23
36,롤링 소시지 도넛,03AB4C,10,2025-03-23
37,글레이즈 크론디,00C6A6,10,2025-03-23
38,베이컨 메이플 롱존,00C63F,5,2025-03-23
39,초콜릿 크론디,00C6A8,5,2025-03-23
40,슈가 크론디,00C6A7,5,2025-03-23
41,베어 클라우,00C6A5,4,2025-03-23
42,타이거 테일,00C63E,4,2025-03-23
43,콘소메 크런치 트위스트,02C046,3,2025-03-23
1,애플 프리터,00C6A3,36,2025-03-24
2,버터크럼 도넛,00C691,33,2025-03-24
3,글레이즈 도넛,00C686,38,2025-03-24
4,피스타치오 가나슈 도넛,0448DD,21,2025-03-24
5,누텔라 도넛,00C641,23,2025-03-24
6,연유 버터 크림 도넛,051BE6,17,2025-03-24
7,텍사스 글레이즈 도넛,00C63D,15,2025-03-24
8,발로나 티라미수 도넛,03AB47,12,2025-03-24
