iter	R2	RMSE
764	0.7237848547	0.424423464
765	0.7238440309	0.4243779974
766	0.7239367569	0.4243067439
767	0.7240499984	0.4242197094
768	0.7240770066	0.424198949
769	0.7241546708	0.424139245
770	0.7242093075	0.4240972383
771	0.7242409876	0.4240728795
772	0.7242867445	0.4240376947
773	0.7243507385	0.4239884815
774	0.7244660284	0.423899806
775	0.7245615849	0.4238262944
776	0.7245878031	0.4238061225
777	0.7246757633	0.4237384402
778	0.7248266777	0.4236222917
779	0.7249210914	0.4235496117
780	0.7249695861	0.4235122755
781	0.7250177729	0.4234751731
782	0.7251032091	0.4234093817
783	0.7251424272	0.4233791778
784	0.7251838157	0.4233473
785	0.7252982781	0.4232591276
786	0.7253686814	0.4232048857
787	0.7254424798	0.4231480204
788	0.7254628194	0.4231323464
789	0.7255500797	0.4230650958
790	0.7256777429	0.4229666879
791	0.7257189428	0.4229349244
792	0.7257932347	0.4228776424
793	0.7259595621	0.422749369
794	0.7260194792	0.4227031508
795	0.726116087	0.42262862
796	0.726204329	0.4225605317
797	0.7262723085	0.4225080705
798	0.7263414144	0.4224547335
799	0.7263900196	0.4224172153
800	0.7265215481	0.4223156718
801	0.726547627	0.4222955354
802	0.7266574263	0.4222107447
803	0.726695107	0.4221816425
804	0.7267456253	0.4221426222
805	0.7268805865	0.4220383605
806	0.7269295796	0.4220005055
807	0.7269717014	0.4219679569
808	0.72708316	0.4218818179
809	0.7271021716	0.4218671233
810	0.7271256426	0.4218489812
811	0.7271781064	0.4218084262
812	0.7272134564	0.4217810981
813	0.727265423	0.4217409209
814	0.7272985813	0.4217152831
815	0.7274113681	0.4216280654
816	0.7274527159	0.4215960867
817	0.7275501692	0.421520706
818	0.7275904176	0.4214895697
819	0.7276574149	0.4214377352
820	0.7277218083	0.4213879094
821	0.7278120234	0.4213180934
822	0.7278661452	0.421276204
823	0.7278972501	0.4212521274
824	0.7279552467	0.4212072316
825	0.7280440145	0.4211385064
826	0.7281701919	0.4210407988
827	0.7283504839	0.4209011473
828	0.7284252471	0.4208432232
829	0.7284724849	0.4208066208
830	0.7286017482	0.4207064444
831	0.7286826956	0.4206436996
832	0.7288046946	0.4205491168
833	0.7289706508	0.420420421
834	0.7290812378	0.4203346411
835	0.7291423263	0.4202872485
836	0.7291837287	0.4202551254
837	0.7292372422	0.420213602
838	0.7293055841	0.4201605667
839	0.729359065	0.4201190592
840	0.7293632411	0.4201158179
841	0.7295076087	0.4200037503
842	0.7295429642	0.4199763005
843	0.7296634356	0.4198827537
844	0.729743826	0.4198203185
845	0.7298803152	0.4197142928
846	0.7299262243	0.4196786243
847	0.7299809482	0.4196361033
848	0.7299954013	0.4196248724
849	0.7300824355	0.4195572353
850	0.730136174	0.4195154679
851	0.7303112846	0.4193793372
852	0.7304372601	0.4192813767
853	0.7305692244	0.4191787346
854	0.7306062819	0.4191499067
855	0.7306733392	0.4190977362
856	0.7307822457	0.4190129932
857	0.7309107946	0.418912944
858	0.7310249513	0.4188240761
859	0.7310729109	0.4187867352
860	0.7311287318	0.4187432693
861	0.7311888577	0.4186964463
862	0.7311959376	0.4186909325
863	0.7312461245	0.418651845
864	0.7312662439	0.4186361742
865	0.7313021206	0.4186082287
866	0.7313522963	0.4185691421
867	0.7314140098	0.4185210628
868	0.7314701046	0.4184773559
869	0.7314983156	0.4184553733
870	0.7315690154	0.4184002775
871	0.7316136473	0.4183654924
872	0.7317035113	0.4182954457
873	0.7317349146	0.4182709649
874	0.7318245532	0.4182010781
875	0.7318672098	0.4181678168
876	0.7319486409	0.4181043138
877	0.7319888576	0.4180729478
878	0.7320791277	0.4180025353
879	0.7321423309	0.4179532285
880	0.7322496298	0.4178695079
881	0.732279931	0.4178458621
882	0.7323243172	0.4178112227
883	0.732448818	0.4177140456
