iter	Passed	Remaining
1585	17993	38732
1586	18008	38728
1587	18024	38728
1588	18042	38731
1589	18059	38730
1590	18073	38724
1591	18085	38716
1592	18100	38712
1593	18115	38707
1594	18132	38708
1595	18145	38702
1596	18159	38695
1597	18174	38692
1598	18189	38688
1599	18205	38686
1600	18223	38689
1601	18237	38683
1602	18250	38676
1603	18267	38675
1604	18280	38667
1605	18295	38664
1606	18309	38658
1607	18323	38651
1608	18335	38641
1609	18348	38633
1610	18363	38631
1611	18375	38619
1612	18388	38613
1613	18405	38612
1614	18422	38613
1615	18436	38607
1616	18452	38605
1617	18470	38607
1618	18488	38609
1619	18507	38614
1620	18524	38614
1621	18538	38608
1622	18551	38601
1623	18567	38597
1624	18581	38592
1625	18593	38582
1626	18606	38572
1627	18622	38571
1628	18637	38567
1629	18652	38563
1630	18667	38558
1631	18682	38555
1632	18696	38549
1633	18711	38545
1634	18726	38541
1635	18741	38536
1636	18753	38526
1637	18769	38525
1638	18788	38528
1639	18800	38517
1640	18815	38514
1641	18830	38510
1642	18846	38507
1643	18861	38503
1644	18877	38501
1645	18894	38500
1646	18906	38490
1647	18920	38484
1648	18937	38484
1649	18952	38479
1650	18965	38471
1651	18982	38470
1652	18995	38461
1653	19011	38459
1654	19022	38447
1655	19037	38442
1656	19053	38439
1657	19068	38435
1658	19083	38431
1659	19100	38430
1660	19115	38427
1661	19129	38419
1662	19140	38407
1663	19155	38403
1664	19172	38403
1665	19186	38395
1666	19197	38384
1667	19210	38375
1668	19231	38381
1669	19245	38376
1670	19260	38370
