iter	R2	RMSE
166	0.6076612866	0.4979140545
167	0.6078555377	0.4977907779
168	0.6082132108	0.4975637098
169	0.6084643471	0.4974042145
170	0.6086456227	0.4972890555
171	0.6099430409	0.4964640648
172	0.6102643091	0.4962595677
173	0.6108021297	0.4959170398
174	0.6109641715	0.495813792
175	0.6112960346	0.4956022723
176	0.6116750322	0.4953606001
177	0.6118309287	0.4952611567
178	0.6119525795	0.4951835441
179	0.6123874017	0.4949060301
180	0.612786808	0.4946509822
181	0.6129305513	0.4945591603
182	0.6132744201	0.4943394306
183	0.6134652476	0.4942174512
184	0.6136981652	0.4940685262
185	0.6140177975	0.4938640839
186	0.6143258988	0.4936669368
187	0.6144847122	0.4935652849
188	0.6150558702	0.4931995299
189	0.6158424312	0.492695392
190	0.6160325564	0.4925734558
191	0.6161214163	0.4925164555
192	0.6162067099	0.4924617365
193	0.6169555423	0.4919810724
194	0.6174157679	0.4916854274
195	0.6174770668	0.4916460361
196	0.6179292033	0.491355391
197	0.6180078859	0.4913047942
198	0.619069043	0.4906219082
199	0.6194471363	0.4903783642
200	0.6200339159	0.4900001578
201	0.6204967965	0.4897016039
202	0.6206444249	0.4896063467
203	0.6211247344	0.4892962984
204	0.6213708054	0.4891373791
205	0.6219292441	0.4887765326
206	0.6221258985	0.488649397
207	0.622536914	0.4883835715
208	0.6228489892	0.4881816393
209	0.6235033211	0.4877579741
210	0.6245027194	0.487110175
211	0.6250056347	0.4867838647
212	0.6257202123	0.4863198435
213	0.625989009	0.4861451818
214	0.6262753399	0.4859590575
215	0.6270016416	0.4854866181
216	0.6273355008	0.4852692976
217	0.6277781229	0.4849810292
218	0.6280217186	0.4848223085
219	0.6285757778	0.4844611042
220	0.6287736668	0.4843320303
221	0.6290684863	0.4841396694
222	0.6295080176	0.4838527463
223	0.6299304579	0.4835768197
224	0.6305002309	0.4832044098
225	0.6307507761	0.4830405597
226	0.6308747549	0.4829594603
227	0.6319252309	0.482271755
228	0.6321089097	0.4821514069
229	0.6327536556	0.4817287256
230	0.6330418419	0.4815396768
231	0.6333662663	0.4813267673
232	0.6337684589	0.4810626902
233	0.6344388369	0.4806222017
234	0.6345451203	0.4805523285
235	0.6347833665	0.4803956628
236	0.6352976485	0.4800573077
237	0.6359035002	0.479658401
238	0.6361375585	0.4795042027
239	0.6366221251	0.4791848113
240	0.6368517603	0.4790333778
241	0.6370137862	0.4789265007
242	0.637471145	0.4786246845
243	0.6377205495	0.4784600194
244	0.6380605935	0.4782354198
245	0.6385627865	0.4779035274
246	0.6392918059	0.4774213181
247	0.6398776083	0.4770334863
248	0.6400260502	0.4769351599
249	0.640710838	0.4764813009
250	0.6408060639	0.4764181535
251	0.6413911707	0.4760299661
252	0.6415364481	0.4759335332
253	0.641909513	0.4756858088
254	0.6424685937	0.4753143236
255	0.6430256038	0.4749439253
256	0.6435463643	0.4745973705
257	0.6440598926	0.4742553807
258	0.6447131317	0.4738199923
259	0.6449819034	0.4736407378
260	0.6453012284	0.4734276792
261	0.6455509256	0.4732610105
262	0.6459022486	0.4730264088
263	0.6460978705	0.4728957286
264	0.6462676075	0.4727823109
265	0.6464737112	0.4726445566
266	0.6468654217	0.4723826366
267	0.6474014189	0.4720240029
268	0.6476023377	0.4718894987
269	0.6481450217	0.4715260094
270	0.6487586656	0.4711146534
271	0.6490709409	0.4709051817
272	0.649582091	0.4705621053
273	0.6499899405	0.4702881833
274	0.6505541641	0.4699089731
275	0.6508768842	0.4696919379
276	0.6510942737	0.469545683
277	0.652046918	0.4689042264
278	0.652264075	0.4687578823
279	0.6528531595	0.4683606627
280	0.6530943792	0.4681979111
281	0.6533679152	0.468013287
282	0.6535480809	0.4678916438
283	0.6540566894	0.4675480736
284	0.6542109607	0.4674438119
285	0.6543594983	0.4673434032
286	0.6544725661	0.467266957
287	0.6546434814	0.4671513758
288	0.6551146239	0.4668326183
289	0.6552979347	0.4667085382
290	0.6555199779	0.4665581965
291	0.6556499787	0.4664701527
292	0.6560215981	0.4662183796
293	0.6567869534	0.4656994206
294	0.6571504241	0.4654527619
295	0.6575946905	0.465151096
296	0.6577648607	0.4650354951
297	0.6579658985	0.4648988881
298	0.6583250157	0.4646547648
299	0.658499998	0.4645357675
300	0.6588040302	0.4643289369
301	0.6591020009	0.4641261405
302	0.6592823172	0.4640033757
303	0.6595356374	0.4638308527
304	0.6597054489	0.4637151671
305	0.6599651655	0.463538177
306	0.6604829119	0.4631851446
307	0.6606378661	0.4630794346
308	0.6608100539	0.4629619395
309	0.6611414067	0.4627357518
310	0.6614482379	0.4625262043
311	0.6615359036	0.4624663165
312	0.6618641391	0.4622420169
313	0.6620424462	0.4621201252
314	0.6622541936	0.4619753318
315	0.6623490363	0.4619104634
316	0.6626087178	0.4617328055
317	0.6628443808	0.4615715205
318	0.6628892343	0.4615408169
319	0.6634065824	0.4611865283
320	0.6636705373	0.4610056628
321	0.6642054768	0.460638897
322	0.6646484166	0.460334987
323	0.6649332593	0.4601394446
324	0.6652803765	0.4599010388
325	0.6653928464	0.4598237661
326	0.6656498831	0.4596471197
327	0.6658038162	0.459541298
328	0.6660238321	0.459390005
329	0.6662792866	0.4592142804
330	0.6664584754	0.459090978
331	0.6668318315	0.4588339599
332	0.6669489647	0.4587532958
333	0.6672927998	0.4585164309
334	0.6674442418	0.4584120651
335	0.6678178191	0.4581545135
336	0.6685520542	0.4576478952
337	0.6692166195	0.4571888645
338	0.6694586418	0.4570215796
339	0.6695979111	0.4569252894
340	0.6699796636	0.4566612433
341	0.6701001529	0.4565778729
342	0.6702183572	0.4564960689
343	0.6706691772	0.4561839412
344	0.6707728804	0.4561121115
345	0.6714834374	0.4556196419
346	0.6717103467	0.4554622644
347	0.6718302943	0.4553790504
348	0.6720429341	0.4552314935
349	0.6725333041	0.4548910292
350	0.6726612729	0.4548021384
351	0.6728582508	0.454665278
352	0.673038714	0.4545398558
353	0.6734466702	0.454256198
354	0.6736927722	0.4540849941
355	0.673994148	0.4538752502
356	0.6750194357	0.4531609698
357	0.6751726207	0.4530541548
358	0.6752862256	0.4529749224
359	0.6755172772	0.4528137355
360	0.6761922338	0.4523425414
361	0.6764278578	0.4521779343
362	0.6767143361	0.4519777195
363	0.6767441672	0.4519568659
364	0.6769945928	0.451781767
365	0.6771294869	0.4516874202
366	0.6773344862	0.451544003
367	0.6774839943	0.4514393787
368	0.6776899691	0.4512951999
369	0.6779109145	0.4511404906
370	0.6781016079	0.4510069216
371	0.6782056805	0.4509340084
372	0.678636507	0.4506320463
373	0.6787967675	0.4505196697
374	0.6790118943	0.450368776
375	0.6791279419	0.4502873571
376	0.6792813875	0.4501796773
377	0.6793633506	0.4501221495
378	0.6794967728	0.4500284882
379	0.67967027	0.4499066653
380	0.6798262773	0.449797095
381	0.6802144773	0.4495243302
382	0.6804550805	0.4493551897
383	0.6810514455	0.4489356793
384	0.6814541077	0.4486522065
385	0.6816138544	0.4485396957
386	0.6818932129	0.4483428735
387	0.6820271086	0.4482485066
388	0.6822298826	0.448105558
389	0.6823785943	0.4480006923
390	0.6825470224	0.4478818938
391	0.6828152194	0.4476926595
392	0.6828919026	0.4476385387
393	0.683028106	0.4475423942
394	0.6833284562	0.447330307
395	0.6834673323	0.447232208
396	0.6835953011	0.4471417947
397	0.6838050426	0.4469935673
398	0.6839553184	0.4468873349
399	0.6840226201	0.44683975
400	0.6844774309	0.4465180486
401	0.6846455057	0.4463991055
402	0.6849055868	0.4462149891
403	0.6851003664	0.446077051
404	0.6853264533	0.4459168884
405	0.6855299217	0.4457726999
406	0.6856662601	0.4456760571
407	0.6858236575	0.4455644607
408	0.6859492444	0.4454753982
409	0.6860550302	0.4454003642
410	0.6862490135	0.4452627388
411	0.6862775388	0.4452424974
412	0.6864474405	0.4451219168
413	0.6867706872	0.4448924158
414	0.6870384331	0.4447022298
415	0.6871575976	0.4446175585
416	0.6875420859	0.4443442535
417	0.6876953402	0.4442352691
418	0.6877512428	0.4441955083
419	0.6879564739	0.4440495065
420	0.6883283883	0.4437848036
421	0.6885745161	0.44360954
422	0.6886987923	0.4435210187
423	0.6887465336	0.4434870081
424	0.688975176	0.4433240886
425	0.6891222246	0.4432192771
426	0.689171914	0.4431838546
427	0.6892328748	0.443140393
428	0.6896477868	0.442844471
429	0.6898377578	0.4427089145
430	0.6899056233	0.4426604781
431	0.6901223511	0.4425057613
432	0.6902827534	0.4423912191
433	0.6906163158	0.4421529295
434	0.6910441695	0.441847092
435	0.691463024	0.4415474822
436	0.6916076728	0.4414439666
437	0.6917686796	0.441328716
438	0.6919204278	0.4412200654
439	0.692124466	0.4410739333
440	0.6922441711	0.4409881779
441	0.6924079256	0.4408708391
442	0.6929568454	0.4404772809
443	0.6932163113	0.4402911295
444	0.6932800706	0.440245374
445	0.6933636393	0.4401853954
446	0.6933805663	0.4401732456
447	0.6936434958	0.4399844785
448	0.6940182864	0.4397152619
449	0.6941502034	0.4396204651
450	0.6943127715	0.439503614
451	0.6945017998	0.4393677047
452	0.6945757318	0.439314537
453	0.6946258903	0.4392784621
454	0.6947848172	0.4391641396
455	0.6948729348	0.4391007403
456	0.6949789746	0.4390244341
457	0.6953467684	0.4387596668
458	0.6956480383	0.4385426696
459	0.6959440995	0.4383293195
460	0.6960225381	0.438272777
461	0.6961873136	0.4381539748
462	0.6962631912	0.4380992566
463	0.696450322	0.4379642804
464	0.696543068	0.4378973679
465	0.6966825045	0.4377967508
466	0.6967566012	0.4377432734
467	0.6968441076	0.4376801095
468	0.6969568139	0.4375987423
469	0.6970355016	0.4375419255
470	0.6970739517	0.4375141597
471	0.6971012577	0.4374944403
472	0.697200006	0.4374231205
473	0.6974588047	0.437236151
474	0.6976173016	0.4371216052
475	0.6977058988	0.4370575629
476	0.6980337222	0.4368205147
477	0.6985406077	0.4364537337
478	0.6991182157	0.436035402
479	0.6991516575	0.4360111695
480	0.6993803228	0.4358454389
481	0.6994678271	0.4357820013
482	0.6995106759	0.4357509341
483	0.6996595842	0.435642952
484	0.6999085447	0.4354623563
485	0.7000269262	0.4353764561
486	0.700218059	0.4352377304
487	0.7002942841	0.4351823933
488	0.7006299989	0.4349385906
489	0.7008087055	0.4348087546
490	0.7011382308	0.4345692423
491	0.701497267	0.43430813
492	0.7015631174	0.4342602227
493	0.7016677082	0.4341841202
494	0.7017285696	0.4341398299
495	0.7020081268	0.4339363319
496	0.7023062198	0.4337192357
497	0.7024009867	0.4336501958
498	0.7027980475	0.4333608082
499	0.7030432137	0.4331820285
500	0.7030919437	0.4331464849
501	0.7032186388	0.43305406
502	0.7033884107	0.4329301794
503	0.7034662666	0.4328733569
504	0.7035825243	0.4327884934
505	0.7037729662	0.4326494423
506	0.7039325868	0.4325328611
507	0.7041477489	0.4323756644
508	0.7043968513	0.4321935998
509	0.704708664	0.431965593
510	0.7048930868	0.4318306809
511	0.7050552439	0.4317120222
512	0.7053039057	0.4315300001
513	0.7054609077	0.4314150341
514	0.7055591632	0.43134307
515	0.7056925839	0.4312453312
516	0.7058675469	0.4311171264
517	0.7059930126	0.4310251676
518	0.7064729476	0.4306732226
519	0.7065489347	0.4306174736
520	0.7066353573	0.4305540595
521	0.706727215	0.4304866472
522	0.7068664012	0.4303844814
523	0.7073080847	0.4300601149
524	0.7074260825	0.4299734175
525	0.7076081999	0.4298395747
526	0.7076525634	0.4298069645
527	0.7078894767	0.4296327752
528	0.707928493	0.4296040819
529	0.7081212496	0.4294622969
530	0.7081871421	0.4294138179
531	0.7083383055	0.4293025822
532	0.7083950159	0.4292608435
533	0.7086731564	0.4290560746
534	0.708945028	0.4288558263
535	0.7091764421	0.4286853036
536	0.7094041309	0.4285174596
537	0.709450734	0.4284830974
538	0.7095644979	0.4283992033
539	0.7098201306	0.4282106297
540	0.7099409728	0.4281214586
541	0.7102306639	0.427907616
542	0.7104952951	0.4277121785
543	0.7106952636	0.427564437
544	0.7107678203	0.4275108177
545	0.7109682876	0.4273626379
546	0.7111356363	0.427238899
547	0.7112012431	0.427190379
548	0.7113120719	0.4271084023
549	0.7115635071	0.4269223649
550	0.7118079618	0.4267414147
551	0.7118685827	0.42669653
552	0.7119442822	0.4266404743
553	0.7119753937	0.426617434
554	0.7120551813	0.4265583399
555	0.7121514829	0.4264870038
556	0.7125896965	0.4261622434
557	0.7126620747	0.4261085801
558	0.7127216462	0.4260644069
559	0.7129752967	0.42587627
560	0.7130663165	0.4258087388
561	0.7135810439	0.4254266404
562	0.7136830305	0.4253508918
563	0.7138890524	0.4251978317
564	0.713938874	0.4251608095
565	0.7141204149	0.4250258797
566	0.7142690352	0.4249153862
567	0.7144123169	0.4248088345
568	0.7144582003	0.4247747076
569	0.7145629403	0.4246967943
570	0.7149517968	0.4244074094
571	0.7150347418	0.4243456566
572	0.7151129641	0.4242874117
573	0.7152395898	0.4241931082
574	0.7154108302	0.4240655449
575	0.7154541726	0.4240332515
576	0.7155353991	0.4239727249
577	0.7156692502	0.4238729658
578	0.7157446954	0.4238167261
579	0.7158051707	0.4237716403
580	0.7159134264	0.4236909209
581	0.7162963301	0.4234052905
582	0.7163622931	0.4233560653
583	0.7164459709	0.4232936122
584	0.7165301977	0.42323074
585	0.7166068369	0.4231735236
586	0.71691478	0.4229435449
587	0.7169797982	0.4228949719
588	0.7170277486	0.4228591461
589	0.7171015269	0.4228040173
590	0.7171496689	0.4227680405
591	0.7172601151	0.4226854922
592	0.717317808	0.4226423656
593	0.7174454905	0.4225469048
594	0.7174970701	0.4225083357
595	0.7176033977	0.422428817
596	0.7178991445	0.4222075595
597	0.7179179924	0.4221934549
598	0.7179460371	0.422172467
599	0.7180126839	0.4221225863
600	0.7180882873	0.4220659951
601	0.7181752697	0.4220008769
602	0.7184978611	0.4217592856
603	0.7187174555	0.4215947503
604	0.7187665825	0.4215579322
605	0.7192614596	0.4211868682
606	0.7193096028	0.4211507524
607	0.7195884976	0.4209414721
608	0.7196475559	0.4208971419
609	0.7196863477	0.4208680216
610	0.7197764716	0.4208003593
611	0.7199397126	0.4206777752
612	0.720019661	0.4206177258
613	0.7202401631	0.4204520617
614	0.7202670414	0.4204318635
615	0.7203491761	0.4203701357
616	0.7204743153	0.4202760708
617	0.7205377278	0.4202283967
618	0.7207838272	0.4200433256
619	0.7207985693	0.4200322368
620	0.7208826286	0.4199690024
621	0.7209866102	0.419890768
622	0.7212000838	0.4197301078
623	0.7213087996	0.4196482646
624	0.7213368714	0.4196271291
625	0.7215423061	0.4194724228
626	0.721569338	0.4194520617
627	0.7216905542	0.4193607464
628	0.7218084839	0.4192718879
629	0.7218829889	0.4192157396
630	0.7219116195	0.4191941612
631	0.7221680489	0.419000844
632	0.722220354	0.4189614012
633	0.7222531428	0.4189366737
634	0.7224737017	0.4187703017
635	0.7227103463	0.4185917225
636	0.7227917604	0.4185302673
637	0.7229094195	0.4184414368
638	0.7230769248	0.4183149407
639	0.7232298377	0.418199431
640	0.7233816853	0.4180846944
641	0.7234629021	0.4180233138
642	0.7235363023	0.417967833
643	0.7235908249	0.4179266164
644	0.723662709	0.417872269
645	0.7237375473	0.4178156806
646	0.723868574	0.4177165873
647	0.7239026923	0.4176907803
648	0.7240267088	0.4175969613
649	0.7240714666	0.4175630966
650	0.7242597284	0.417420624
651	0.7243305806	0.4173669918
652	0.724603025	0.4171606987
653	0.7248266034	0.4169913303
654	0.7250317346	0.4168358758
655	0.7253226435	0.416615317
656	0.7253969939	0.416558928
657	0.7255199612	0.4164656499
658	0.7255971711	0.4164070709
659	0.725712565	0.4163195064
660	0.7257511549	0.416290219
661	0.7259037537	0.4161743859
662	0.7261075552	0.416019636
663	0.7262893111	0.4158815771
664	0.7264125307	0.4157879554
665	0.7264522256	0.4157577909
666	0.7265817351	0.4156593603
667	0.7266896525	0.4155773224
668	0.7268942191	0.4154217682
669	0.726942622	0.4153849537
670	0.7269820925	0.4153549306
671	0.7271856716	0.4152000445
672	0.7272686718	0.4151368801
673	0.7274029294	0.4150346877
674	0.7275250306	0.4149417265
675	0.7276820463	0.4148221527
676	0.7278347149	0.4147058563
677	0.7279404736	0.4146252747
678	0.7280194926	0.4145650569
679	0.7282024881	0.4144255683
680	0.7282682856	0.4143754027
681	0.7284569997	0.4142314885
682	0.7286212532	0.4141061875
683	0.7287401598	0.4140154557
684	0.7289690398	0.4138407526
685	0.729021848	0.4138004339
686	0.7291290921	0.4137185416
687	0.7293749876	0.4135307129
688	0.7295539547	0.4133939543
689	0.7295758264	0.4133772378
690	0.7296550528	0.4133166796
691	0.7297460447	0.4132471173
692	0.7298272588	0.4131850202
693	0.7300351308	0.4130260364
694	0.7301185456	0.4129622223
695	0.730150339	0.4129378971
696	0.7303182969	0.4128093682
697	0.7304892724	0.4126784889
698	0.7306880872	0.4125262469
699	0.7307533603	0.4124762519
700	0.7308286135	0.4124186052
701	0.7308765982	0.412381843
702	0.7309792567	0.4123031829
703	0.7310197096	0.4122721825
704	0.7310806138	0.4122255053
705	0.7311701396	0.4121568827
706	0.7313872353	0.4119904288
707	0.7313985152	0.4119817783
708	0.7314425873	0.411947978
709	0.731490279	0.4119113985
710	0.7316828942	0.4117636298
711	0.7317886265	0.4116824926
712	0.7318586057	0.411628783
713	0.7319959415	0.4115233561
714	0.7321231226	0.4114257005
715	0.7321725412	0.4113877483
716	0.7325724052	0.4110805345
717	0.7326191374	0.4110446154
718	0.7326406451	0.4110280832
719	0.7328270814	0.4108847482
720	0.7329006122	0.4108282028
721	0.7329264557	0.4108083272
722	0.7330801118	0.4106901346
723	0.7332508863	0.4105587344
724	0.7333596552	0.4104750217
725	0.7335510644	0.4103276644
726	0.7335633638	0.4103181938
727	0.7336004332	0.410289649
728	0.7336821956	0.4102266819
729	0.7338932076	0.4100641319
730	0.7339529757	0.4100180787
731	0.7339900563	0.4099895043
732	0.7341064693	0.4098997834
733	0.7345934239	0.4095242684
734	0.7346229875	0.4095014593
735	0.7349339264	0.4092614851
736	0.7349809586	0.4092251747
737	0.7350521779	0.4091701849
738	0.735129521	0.4091104584
739	0.735166276	0.4090820721
740	0.7352360415	0.4090281861
741	0.7354238772	0.4088830686
742	0.7354980691	0.4088257355
743	0.7355360867	0.4087963536
744	0.7355838581	0.4087594305
745	0.7357537625	0.4086280823
746	0.7358537394	0.4085507733
747	0.735902001	0.4085134488
748	0.7361514534	0.4083204737
749	0.7363723042	0.4081495483
750	0.7365544711	0.4080085082
751	0.7366046762	0.407969629
752	0.7366686112	0.4079201119
753	0.7370971497	0.4075880577
754	0.7371944726	0.407512609
755	0.7372273653	0.4074871061
756	0.7373025066	0.4074288404
757	0.7373480183	0.4073935458
758	0.737451526	0.4073132637
759	0.7375823691	0.4072117571
760	0.7376184326	0.407183775
761	0.7377064747	0.407115454
762	0.7379574033	0.4069206697
763	0.7380603993	0.4068406916
764	0.7381937306	0.4067371343
765	0.7383306654	0.4066307508
766	0.7384904127	0.4065066093
767	0.7387653325	0.406292877
768	0.738821799	0.406248964
769	0.7389743695	0.4061302889
770	0.7390355136	0.406082719
771	0.7392068637	0.4059493795
772	0.7392594435	0.4059084547
773	0.7392934524	0.4058819822
774	0.7393337147	0.4058506397
775	0.7393625545	0.4058281877
776	0.7395685338	0.4056677949
777	0.7398127761	0.4054775251
778	0.7398322419	0.405462357
779	0.7400851648	0.4052652233
780	0.7401146601	0.4052422278
781	0.7401628905	0.4052046229
782	0.7402661364	0.4051241112
783	0.7403340552	0.405071139
784	0.7404772226	0.4049594552
785	0.7405989276	0.4048644898
786	0.7406524476	0.4048227215
787	0.7406933377	0.404790807
788	0.7408121233	0.4046980812
789	0.7408402124	0.4046761514
790	0.740892468	0.404635351
791	0.7409945393	0.4045556432
792	0.7411366485	0.4044446437
793	0.7412450866	0.4043599238
794	0.7412831274	0.4043301992
795	0.7413377461	0.4042875171
796	0.7414078206	0.4042327504
797	0.7414344737	0.4042119178
798	0.7415307146	0.4041366847
799	0.741621724	0.4040655283
800	0.7418252653	0.4039063426
801	0.7418883411	0.4038569996
802	0.74190812	0.4038415256
803	0.7420965133	0.4036941073
804	0.7423267405	0.4035138808
805	0.7424231765	0.4034383648
806	0.7425308638	0.4033540216
807	0.7425358403	0.4033501234
808	0.7425935297	0.403304932
809	0.7426244055	0.4032807431
810	0.7427520462	0.403180731
811	0.742795376	0.4031467744
812	0.7428157897	0.4031307757
813	0.7429568141	0.4030202342
814	0.7429999899	0.402986385
815	0.7430654166	0.4029350858
816	0.7431145539	0.4028965545
817	0.7433469474	0.4027142714
818	0.7434052856	0.4026684996
819	0.7434591132	0.4026262621
820	0.7435313184	0.4025695971
821	0.7435494454	0.4025553703
822	0.7435760263	0.4025345074
823	0.7437569193	0.4023924994
824	0.7438567651	0.4023140951
825	0.7439452016	0.4022446373
826	0.7440145727	0.402190145
827	0.7441012436	0.4021220529
828	0.7441810085	0.4020593763
829	0.7443099678	0.4019580237
830	0.7443455697	0.4019300387
831	0.7443751757	0.4019067653
832	0.7444092194	0.4018800018
833	0.7444818811	0.4018228727
834	0.7445493437	0.401769824
835	0.7446418295	0.4016970871
836	0.7448240649	0.4015537267
837	0.7449505953	0.401454158
838	0.7449708498	0.4014382172
839	0.7451555522	0.401292822
840	0.7451817425	0.4012722011
841	0.7452911729	0.4011860296
842	0.7455037145	0.40101861
843	0.7455587789	0.4009752243
844	0.7456551997	0.400899242
845	0.7456751766	0.4008834979
846	0.745770182	0.400808614
847	0.7459047899	0.4007024912
848	0.7459557194	0.4006623319
849	0.7461562822	0.4005041433
850	0.7461831813	0.4004829226
851	0.7462568279	0.4004248169
852	0.7464457481	0.4002757244
853	0.7465841187	0.4001664896
854	0.7466814297	0.4000896507
855	0.7468723022	0.399938891
856	0.7469866819	0.3998485214
857	0.747163398	0.3997088608
858	0.7473459783	0.3995645143
859	0.7475321249	0.3994172947
860	0.7476352356	0.3993357231
861	0.7476658778	0.3993114786
862	0.7477267521	0.3992633098
863	0.7478169585	0.3991919203
864	0.7480432492	0.3990127772
865	0.7481057976	0.3989632466
866	0.7481408811	0.398935462
867	0.7481496017	0.3989285555
868	0.7481680599	0.3989139364
869	0.7482180658	0.3988743285
870	0.7482909956	0.3988165565
871	0.7483223736	0.3987916975
872	0.7484875545	0.3986608086
873	0.7485351775	0.3986230643
874	0.7487155924	0.3984800414
875	0.7487455034	0.3984563247
876	0.7487718471	0.3984354353
877	0.7488259728	0.3983925127
878	0.7489415082	0.3983008756
879	0.7490588918	0.3982077509
880	0.7490913364	0.3981820076
881	0.7491449447	0.3981394683
882	0.74923878	0.3980649969
883	0.7492988042	0.3980173521
